pfam_id	pfam_name	go_terms	source
PF04990	RNA_pol_Rpb1_7	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF04992	RNA_pol_Rpb1_6	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF04997	RNA_pol_Rpb1_1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF04998	RNA_pol_Rpb1_5	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05000	RNA_pol_Rpb1_4	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05001	RNA_pol_Rpb1_R	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05011	DBR1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05026	DCP2	GO:0003723:RNA binding	GO+EuRBPDB
PF05046	Img2	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05066	HARE-HTH	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05087	Rota_VP2	GO:0003723:RNA binding	GO+EuRBPDB
PF05091	eIF-3_zeta	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05132	RNA_pol_Rpc4	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05148	Methyltransf_8	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05158	RNA_pol_Rpc34	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05162	Ribosomal_L41	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05175	MTS	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05206	TRM13	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05316	VAR1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05413	Peptidase_C34	GO:0003723:RNA binding	GO+EuRBPDB
PF05456	eIF_4EBP	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05470	eIF-3c_N	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05505	Ebola_NP	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05615	THOC7	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05634	APO_RNA-bind	GO:0003723:RNA binding	GO+EuRBPDB
PF05645	RNA_pol_Rpc82	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05652	DcpS	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05731	TROVE	GO:0003723:RNA binding	GO+EuRBPDB
PF05733	Tenui_N	GO:0003723:RNA binding	GO+EuRBPDB
PF05746	DALR_1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05788	Orbi_VP1	GO:0003723:RNA binding	GO+EuRBPDB
PF05843	Suf	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05881	CNPase	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05958	tRNA_U5-meth_tr	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF05997	Nop52	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06003	SMN_Tudor	GO:0003723:RNA binding	GO+EuRBPDB
PF06058	DCP1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06220	zf-U1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06246	Isy1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06424	PRP1_N	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06478	CoV_RPol_N	GO:0003723:RNA binding	GO+EuRBPDB
PF06479	Ribonuc_2-5A	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06495	Transformer	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06658	DUF1168	GO:0003725:double-stranded RNA binding	GO+EuRBPDB
PF06732	Pescadillo_N	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06807	Clp1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06858	NOG1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06859	Bin3	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06870	RNA_pol_I_A49	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06883	RNA_pol_Rpa2_4	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF06984	MRP-L47	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07147	PDCD9	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07259	ProSAAS	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07378	FlbT	GO:0048027:mRNA 5'-UTR binding	GO+EuRBPDB
PF07497	Rho_RNA_bind	GO:0003723:RNA binding	GO+EuRBPDB
PF07498	Rho_N	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07533	BRK	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07541	EIF_2_alpha	GO:0003723:RNA binding	GO+EuRBPDB
PF07650	KH_2	GO:0003723:RNA binding	GO+EuRBPDB
PF07713	DUF1604	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07757	AdoMet_MTase	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07817	GLE1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07823	CPDase	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07890	Rrp15p	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07925	RdRP_5	GO:0003723:RNA binding	GO+EuRBPDB
PF07927	HicA_toxin	GO:0003729:mRNA binding	GO+EuRBPDB
PF07967	zf-C3HC	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07973	tRNA_SAD	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF07984	NTP_transf_7	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08032	SpoU_sub_bind	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08066	PMC2NT	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08069	Ribosomal_S13_N	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08072	BDHCT	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08082	PRO8NT	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08083	PROCN	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08142	AARP2CN	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08144	CPL	GO:0003723:RNA binding	GO+EuRBPDB
PF08145	BOP1NT	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08147	DBP10CT	GO:0003723:RNA binding	GO+EuRBPDB
PF08152	GUCT	GO:0003723:RNA binding	GO+EuRBPDB
PF08157	NUC129	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08159	NUC153	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08208	RNA_polI_A34	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08210	APOBEC_N	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08228	RNase_P_pop3	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08264	Anticodon_1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08289	Flu_M1_C	GO:0003723:RNA binding	GO+EuRBPDB
PF08297	U3_snoRNA_assoc	GO:0030515:snoRNA binding	GO+EuRBPDB
PF08302	tRNA_lig_CPD	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08303	tRNA_lig_kinase	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08492	SRP72	GO:0008312:7S RNA binding	GO+EuRBPDB
PF08494	DEAD_assoc	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08517	AXH	GO:0003723:RNA binding	GO+EuRBPDB
PF08584	Ribonuc_P_40	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08597	eIF3_subunit	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08615	RNase_H2_suC	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08625	Utp13	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08634	Pet127	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08675	RNA_bind	GO:0003723:RNA binding	GO+EuRBPDB
PF08710	CoV_NSP9	GO:0003723:RNA binding	GO+EuRBPDB
PF08767	CRM1_C	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF08777	RRM_3	GO:0003723:RNA binding	GO+EuRBPDB
PF08845	SymE_toxin	GO:0003723:RNA binding	GO+EuRBPDB
PF08915	tRNA-Thr_ED	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09000	Cytotoxic	GO:0003723:RNA binding	GO+EuRBPDB
PF09088	MIF4G_like	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09090	MIF4G_like_2	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09106	WHD_2nd_SelB	GO:0003723:RNA binding	GO+EuRBPDB
PF09107	WHD_3rd_SelB	GO:0003723:RNA binding	GO+EuRBPDB
PF09138	Urm1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09142	TruB_C	GO:0003723:RNA binding	GO+EuRBPDB
PF09157	TruB-C_2	GO:0003723:RNA binding	GO+EuRBPDB
PF09162	Tap-RNA_bind	GO:0003723:RNA binding	GO+EuRBPDB
PF09179	TilS	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09180	ProRS-C_1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09181	ProRS-C_2	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09190	DALR_2	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09243	Rsm22	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09246	PHAT	GO:0003723:RNA binding	GO+EuRBPDB
PF09249	tRNA_NucTransf2	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09334	tRNA-synt_1g	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09384	UTP15_C	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09401	CoV_NSP10	GO:0003723:RNA binding	GO+EuRBPDB
PF09405	Btz	GO:0003729:mRNA binding	GO+EuRBPDB
PF09412	XendoU	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09416	UPF1_Zn_bind	GO:0003723:RNA binding	GO+EuRBPDB
PF09432	THP2	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09445	Methyltransf_15	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09692	Arb1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09738	LRRFIP	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09749	HVSL	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09776	Mitoc_L55	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09809	MRP-L27	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF09907	HigB_toxin	GO:0003723:RNA binding	GO+EuRBPDB
PF10150	RNase_E_G	GO:0003723:RNA binding	GO+EuRBPDB
PF10155	CNOT11	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF10244	MRP-L51	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF10255	Paf67	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF10288	CTU2	GO:0000049:tRNA binding	GO+EuRBPDB
PF10309	NCBP3	GO:0000340:RNA 7-methylguanosine cap binding; GO:0003729:mRNA binding	GO+EuRBPDB
PF10341	TPP1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF10385	RNA_pol_Rpb2_45	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF10447	EXOSC1	GO:0003723:RNA binding	GO+EuRBPDB
PF10458	Val_tRNA-synt_C	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF10484	MRP-S23	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF10501	Ribosomal_L50	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF10596	U6-snRNA_bdg	GO:0017070:U6 snRNA binding	GO+EuRBPDB
PF10597	U5_2-snRNA_bdg	GO:0030623:U5 snRNA binding	GO+EuRBPDB
PF10598	RRM_4	GO:0003723:RNA binding	GO+EuRBPDB
PF11095	Gemin7	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF11408	Helicase_Sgs1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF11435	She2p	GO:0003723:RNA binding	GO+EuRBPDB
PF11507	Transcript_VP30	GO:0003723:RNA binding	GO+EuRBPDB
PF11538	Snurportin1	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF11633	bCoV_SUD_M	GO:0002151:G-quadruplex RNA binding	GO+EuRBPDB
PF11705	RNA_pol_3_Rpc31	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF11722	zf-TRM13_CCCH	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF11734	TilS_C	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF11931	SF3a60_Prp9_C	GO:0003723:RNA binding	GO+EuRBPDB
PF11955	PORR	GO:0003723:RNA binding	GO+EuRBPDB
PF12009	Telomerase_RBD	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF12105	SpoU_methylas_C	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF12235	FXMRP1_C_core	GO:0003723:RNA binding	GO+EuRBPDB
PF12328	Rpp20	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF13017	Maelstrom	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF13184	KH_NusA_1st	GO:0003723:RNA binding	GO+EuRBPDB
PF13656	RNA_pol_L_2	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF13691	Lactamase_B_4	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF13869	NUDIX_2	GO:0003729:mRNA binding	GO+EuRBPDB
PF13958	ToxN_toxin	GO:0003723:RNA binding	GO+EuRBPDB
PF13965	SID-1_RNA_chan	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF14436	EndoU_bacteria	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF14622	Ribonucleas_3_3	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF14750	INTS2	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF14943	MRP-S26	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF14955	MRP-S24	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF14978	MRP-63	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF15247	SLBP_RNA_bind	GO:0003723:RNA binding	GO+EuRBPDB
PF15293	NUFIP2	GO:0003723:RNA binding	GO+EuRBPDB
PF15313	HEXIM	GO:0017069:snRNA binding	GO+EuRBPDB
PF15320	RAM	GO:0003723:RNA binding	GO+EuRBPDB
PF15337	Vasculin	GO:0003723:RNA binding	GO+EuRBPDB
PF15348	GEMIN8	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF15433	MRP-S31	EuRBPDB:RNA-binding domain (EuRBPDB 791)	GO+EuRBPDB
PF15985	KH_6	GO:0003723:RNA binding	GO+EuRBPDB
PF16367	RRM_7	GO:0003723:RNA binding	GO+EuRBPDB
PF16714	TyrRSs_C	GO:0003723:RNA binding	GO+EuRBPDB
PF16969	SRP68	GO:0008312:7S RNA binding	GO+EuRBPDB
PF17144	Ribosomal_L5e	GO:0008097:5S rRNA binding	GO+EuRBPDB
PF17209	Hfq	GO:0003723:RNA binding	GO+EuRBPDB
PF17257	DUF5323	GO:0019843:rRNA binding	GO+EuRBPDB
PF17785	PUA_3	GO:0003723:RNA binding	GO+EuRBPDB
PF19097	Snu56_snRNP	GO:0003729:mRNA binding	GO+EuRBPDB
PF19977	xRRM	GO:0070034:telomerase RNA binding	GO+EuRBPDB
PF20932	Dicer_dsRBD	GO:0003723:RNA binding	GO+EuRBPDB
PF20945	RMP1	GO:0042134:rRNA primary transcript binding	GO+EuRBPDB
PF21071	LARP1_HEAT	GO:0000339:RNA cap binding	GO+EuRBPDB
PF21138	SMUBP-2_HCS1_1B	GO:0003723:RNA binding	GO+EuRBPDB
PF22493	PUF_NOP9	GO:0003723:RNA binding	GO+EuRBPDB
PF22892	DSRM_MRPL44	GO:0003725:double-stranded RNA binding	GO+EuRBPDB
